id|name|gender
2455|Jeff Tremaine|2
2457|Michael Lembeck|2
2458|Jonathan Levine|2
2459|Kelly Asbury|2
2460|Oliver Parker|2
2461|Daisy von Scherler Mayer|1
2462|Tom Vaughan|2
2463|David Moreau|2
2466|Bob Dolman|2
2467|James Gunn|2
2468|Patricia Birch|1
2469|Bruce Hunt|2
2470|Thomas Bezucha|2
2472|Corey Yuen Kwai|0
2473|Christopher Cain|2
2474|Deran Sarafian|2
2475|Ernest R. Dickerson|2
2477|Arne Glimcher|0
2478|Tony Randel|2
2479|Rachel Talalay|1
2481|Bryan Spicer|2
2482|Tom DiCillo|2
2483|Dwight H. Little|0
2484|Les Mayfield|0
2485|Jack Arnold|2
2486|Wolfgang Reitherman|2
2489|Eddie Murphy|2
2490|Jodie Foster|1
2493|David S. Ward|2
2494|Christian Duguay|2
2495|Jean-Claude Van Damme|2
2496|Gregor Jordan|2
2498|Josef Fares|0
2500|Lesli Linka Glatter|1
2502|John Stockwell|2
2504|Rian Johnson|2
2505|Brett Leonard|0
2506|Steve Oedekerk|2
2508|Greg Marcks|2
2509|Todd Phillips|2
2510|James Wong|2
2513|Gil Kenan|2
2514|Mark Mylod|2
2515|Sally Potter|1
2517|Hart Bochner|2
2518|Randall Wallace|2
2519|Robert Schwentke|2
2521|Mamoru Oshii|2
2523|Frank Coraci|2
2524|Larry Clark|2
2525|Paul Brickman|2
2526|Jeff Schaffer|2
2527|Amy Heckerling|1
2528|Mark Romanek|2
2529|Andrea Arnold|1
2531|Morgan Spurlock|2
2532|Steve Beck|2
2535|Christian Volckman|2
2536|Neil Marshall|2
2537|John Cornell|2
2538|Sheldon Lettich|2
2540|Stanley Tong|2
2541|Anthony Waller|2
2542|Ash Brannon|2
2544|Glenn Gordon Caron|2
2547|John Bruno|2
2548|David Nutter|0
2549|Peter Cattaneo|2
2550|John Fortenberry|2
2551|Gilbert Adler|2
2552|George Armitage|0
2553|Hugh Hudson|2
2554|John Pasquin|2
2555|Kirk Wong|2
2556|Tinto Brass|2
2557|Bharat Nalluri|2
2558|Michael Wadleigh|2
2559|Daniel Lee|2
2560|Robert Clouse|2
2561|Bruce Lee|2
2562|Toyoo Ashida|0
2563|Vincent Gallo|2
2564|Stephen Chow|2
2565|Rawson Marshall Thurber|0
2567|Henry Selick|2
2568|Peter Howitt|2
2569|Tamra Davis|1
2570|Mark Osborne|2
2574|Charles Dance|2
2575|Bernard Rose|2
2576|Alex de la Iglesia|0
2579|Robert Harmon|2
2580|William Malone|2
2585|Mort Nathan|2
2586|Alfonso Arau|2
2589|Brian Yuzna|2
2590|Bruce Malmuth|2
2592|Chris Koch|2
2595|Gillian Armstrong|1
2596|Tom Hanks|2
2598|Chris Noonan|2
2599|Raja Gosnell|2
2600|Rintaro|2
2601|Annabel Jankel|0
2603|Gary Sinise|2
2604|David Mirkin|2
2605|Justin Lin|0
2606|Andrei Konchalovsky|2
2607|Steven Seagal|2
2609|Don Coscarelli|2
2617|Andy Fickman|2
2618|Glen Morgan|2
2620|Sylvain Chomet|0
2621|Tony Bill|2
2622|Peter Faiman|2
2626|Dominic Sena|2
2627|William Lustig|2
2628|Jim Sonzero|2
2630|Burr Steers|0
2631|Niall Johnson|2
2632|Nicole Kassell|1
2634|Alex Cox|0
2635|Andy Garcia|2
2636|Doug Lefler|0
2639|Neil LaBute|2
2640|Pawel Pawlikowski|0
2642|Forest Whitaker|2
2646|Steve Miner|2
2648|Joseph Zito|0
2649|Danny Steinmann|2
2651|Marco Brambilla|2
2653|Troy Miller|2
2654|Ben Garant|2
2656|Stewart Raffill|2
2657|Richard Loncraine|2
2660|Brian Robbins|2
2662|John Warren|2
2664|Alister Grierson|0
2666|Chris Rock|2
2667|Adam Rifkin|2
2670|David S. Goyer|2
2671|Steve Pink|2
2672|Daniele Luchetti|0
2673|Alexandre Aja|2
2674|Greg Coolidge|2
2676|Bob Odenkirk|2
2678|Jamie Babbit|1
2680|Jaume Collet-Serra|2
2683|John R. Leonetti|2
2684|Kinka Usher|0
2685|Simon Brand|2
2687|Alan Taylor|2
2689|Brenda Chapman|1
2692|Don Roos|2
2696|Nicholas Stoller|2
2697|Robert Mandel|2
2699|Jamie Blanks|2
2700|Andrew Bergman|0
2701|Greg McLean|2
2702|Robert Longo|2
2706|Susan Stroman|1
2707|Nicholaus Goossen|2
2709|Rob Schmidt|0
2710|Steve 'Spaz' Williams|0
2711|John A. Davis|2
2712|John N. Smith|2
2715|Vondie Curtis-Hall|2
2716|James Gartner|2
2717|Lee Daniels|2
2718|Leslie Greif|2
2719|Barry W. Blaustein|2
2722|Paul Mazursky|2
2726|Shainee Gabel|0
2727|Josh Gordon|2
2729|Mike Clattenburg|2
2730|Joe Roth|0
2732|Miguel Arteta|2
2733|Mennan Yapo|0
2734|Danny Pang|2
2735|John Whitesell|2
2739|Matthew O'Callaghan|2
2742|Geoffrey Sax|2
2743|Stephen King|2
2744|Mark Dindal|2
2747|Gary Winick|2
2758|Mick Garris|2
2762|Courtney Solomon|2
2766|Jack Sholder|2
2767|Mike Marvin|2
2768|Michael Gottlieb|2
2769|Gary Trousdale|2
2770|Tom Mankiewicz|2
2771|Michael Damian|2
2772|Bille Woodruff|0
2773|Mark Helfrich|2
2778|Olatunde Osunsanmi|0
2779|Sammo Hung|2
2780|Tommy O'Haver|2
2784|Nicholas Mastandrea|2
2786|Andrew Douglas|2
2787|William Brent Bell|2
2788|John Gulager|2
2789|Akiva Schaffer|2
2792|Andrew O'Connor|2
2795|Julian Gilbey|2
2802|Kwak Jae-yong|0
2803|David Hillenbrand|2
2805|Tom McLoughlin|2
2806|Wilson Yip|2
2812|Craig R. Baxley|0
2813|Martha Coolidge|1
2817|Christian Ditter|2
2819|Albert Pyun|2
2820|Rowdy Herrington|2
2823|Jerry Paris|2
2824|Kirk Jones|0
2825|Don Michael Paul|2
2826|Emilio Estevez|2
2827|Fred Schepisi|2
2830|Joshua Michael Stern|2
2831|Sanaa Hamri|1
2832|David Gordon Green|2
2833|Alan Ball|2
2834|Dean DeBlois|2
2835|Mike Mitchell|2
2836|Lee Unkrich|2
2837|Robert Stevenhagen|0
2839|Fran Rubel Kuzui|1
2840|Antonia Bird|1
2842|Lawrence Guterman|0
2843|Mark DiSalle|2
2845|Michael Haigney|2
2852|Shim Hyung-Rae|2
2856|Jeremy Haft|2
2857|Jingle Ma|0
2858|Sidney J. Furie|2
2861|Barbra Streisand|0
2867|Cheung Yam-Yim|0
2868|Tom Holland|2
2869|John Carl Buechler|2
2870|Rob Hedden|2
2871|Adam Marcus|2
2874|Andrew Currie|2
2879|Grant Heslov|2
2880|Robert Iscove|2
2881|Desmond Davis|2
2882|Eric Schaeffer|2
2883|Charles Herman-Wurmfeld|2
2885|Mark A.Z. Dippe|0
2886|Clyde Geronimi|2
2887|Kevin Williamson|2
2888|Chris Walas|2
2889|Rod Daniel|0
2890|Gordon Chan|0
2892|Robert Kurtzman|2
2894|Kang Je-gyu|0
2896|Steve McQueen|2
2898|Mic Rodgers|2
2902|Franc Roddam|0
2903|Giuseppe Tornatore|0
2905|Ate de Jong|2
2906|Phil Nibbelink|2
2907|Jake Scott|2
2909|Diane Keaton|1
2913|Bruce Robinson|0
2914|Marcus Raboy|0
2915|Philip G. Atwell|2
2917|Brian Henson|2
2918|Kenny Ortega|2
2919|Thomas Schlamme|2
2923|Jessie Nelson|1
2927|Sidney Poitier|2
2929|Jennifer Flackett|1
2930|Michael Patrick Jann|2
2931|Louis Morneau|2
2932|Mike Leigh|2
2936|Jan Verheyen|0
2939|Billy Crystal|2
2940|Howard McCain|2
2941|Mike Gabriel|2
2944|Kevin Hooks|2
2946|Tim Pope|2
2947|Leon Gast|2
2948|Wych Kaosayananda|0
2949|Vicky Jenson|1
2951|Damien O'Donnell|0
2952|Xavier Koller|2
2954|Matt Williams|2
2956|Ralph Zondag|2
2961|Boaz Davidson|2
2962|Jim Drake|0
2964|Luke Greenfield|2
2965|Dario Argento|2
2968|Chris Fisher|2
2972|Kristian Levring|0
2973|Louis C.K.|2
2977|Boaz Yakin|2
2980|Gregory Poirier|2
2981|James Fargo|2
2982|Buddy Van Horn|2
2983|Ronald F. Maxwell|2
2985|Willard Huyck|2
2986|Bryan Bertino|2
2989|James Goldstone|2
2990|Tony Bancroft|2
2991|Guy Ferland|2
2992|Timo Vuorensola|2
2993|Todd Solondz|2
2996|Michael Almereyda|2
2997|Hamilton Luske|2
3003|Noah Baumbach|2
3004|Joseph Kahn|2
3006|Jonathan Liebesman|0
3008|John Lee Hancock|2
3009|Dennie Gordon|1
3010|Jonathan Glazer|2
3011|Pieter Jan Brugge|2
3014|Daniel Petrie, Jr.|2
3015|Karan Johar|2
3016|Adrienne Shelly|1
3017|Tom Brady|2
3018|Paul Weiland|2
3020|Bob Fosse|0
3021|Sabbir Khan|0
3025|Guillaume Canet|2
3035|Celine Sciamma|1
3039|Tom Kalin|2
3040|Fritz Kiersch|2
3048|Harry Hook|2
3050|Wong Jing|2
3052|Jimmy T. Murakami|0
3054|Jeb Stuart|2
3055|Steve Kloves|2
3056|Eric Larson|2
3062|Ben Sharpsteen|2
3063|Jennifer Chambers Lynch|1
3067|Stan Dragoti|2
3068|Delbert Mann|2
3071|Janet Greek|1
3072|Robert Benton|2
3073|Dan O'Bannon|2
3076|Audrey Wells|1
3077|Hettie MacDonald|0
3080|Alastair Fothergill|2
3081|Ted Berman|2
3083|Esther Gronenborn|0
3086|Peter Markle|2
3088|Scott Glosserman|2
3092|Cory Edwards|2
3095|Baltasar Kormakur|2
3097|Hal Needham|2
3098|Nick Castle|2
3099|Steven Shainberg|2
3101|Jeff Kanew|2
3102|Brian G. Hutton|2
3105|Kazuhisa Takenochi|0
3106|Hatsuki Tsuji|0
3108|Tim Blake Nelson|2
3109|Reginald Hudlin|2
3110|Carroll Ballard|2
3111|Carl Schultz|2
3112|David Mamet|2
3114|Vadim Perelman|0
3115|John Polson|2
3118|Omar Naim|0
3129|Jay Russell|2
3130|Justin Kerrigan|0
3131|Sara Sugarman|1
3132|Hendel Butoy|0
3134|Yuen Woo-ping|0
3143|Michael Powell|2
3144|James Frawley|2
3147|John Lafia|2
3148|Jack Bender|2
3151|Walt Becker|2
3155|John Wayne|2
3156|Patrick Read Johnson|2
3161|Bill Forsyth|2
3165|Robert Townsend|2
3167|Mark Rosman|2
3169|Don Mancini|2
3172|Mikael Salomon|2
3179|Godfrey Reggio|2
3183|Gene Saks|2
3184|Kevin Bray|2
3185|Edward Burns|2
3189|James Algar|2
3191|Joel Gallen|2
3199|Stephen Kessler|2
3200|Mark Achbar|2
3201|Jean-Marc Vallee|2
3208|Mike Bigelow|2
3209|Lou Adler|2
3212|James Isaac|2
3215|Luc Dardenne|2
3217|Michael J. Bassett|2
3219|Burt Kennedy|2
3222|Bob Logan|0
3224|Jacques Perrin|2
3225|Aditya Chopra|0
3226|Bruno Barreto|2
3227|Farhad Mann|2
3228|David M. Evans|2
3230|Alan Metter|2
3232|Hou Hsiao-hsien|2
3233|Robert Budreau|2
3235|Dominique Deruddere|0
3236|Chris Delaporte|0
3237|Bud Yorkin|2
3238|William Peter Blatty|2
3240|Lou Ye|0
3241|Jeff Bleckner|2
3244|Mel Damski|2
3245|David Bowers|2
3246|Mervyn LeRoy|2
3247|Jack Gold|2
3250|Phyllida Lloyd|1
3251|Shinji Aramaki|0
3252|Benny Chan|2
3253|Kevin Rodney Sullivan|2
3254|Jim Henson|2
3255|Gary David Goldberg|2
3256|Gary Goddard|2
3258|Ericson Core|2
3259|Marco Tullio Giordana|0
3260|Christian Carion|2
3261|Kazuaki Kiriya|2
3262|Steven E. de Souza|2
3267|Newt Arnold|2
3271|Richard Tuggle|2
3273|Bruno Nuytten|2
3280|Shaad Ali|0
3286|Tom Hooper|2
3289|Shane Meadows|2
3290|Kirk De Micco|2
3291|Imtiaz Ali|2
3293|Mark Jones|2
3294|Kurt Neumann|2
3298|Alan Myerson|2
3301|Gabriel Axel|2
3302|Stephen Hillenburg|2
3303|Martin Rosen|2
3304|Teddy Chan|0
3306|Andrew Sipes|2
3307|Jocelyn Moorhouse|1
3308|David Hogan|2
3310|Peter Bonerz|2
3312|Adam Green|2
3316|David Hackl|2
3317|Craig Mazin|2
3322|Dan Aykroyd|2
3325|Sam Wanamaker|2
3329|John Payson|2
3331|George Tillman, Jr.|2
3332|Gregory Widen|2
3336|Jonas Akerlund|0
3339|Scott Spiegel|2
3343|Michael Dowse|2
3344|Laetitia Colombani|0
3348|Demian Lichtenstein|2
3350|Bill Paxton|2
3352|Vincent Ward|0
3360|Marco Schnabel|2
3361|Dave Filoni|0
3362|Peter Sollett|2
3364|Justin Chadwick|2
3368|Seth Gordon|2
3371|Douglas Aarniokoski|0
3372|John Ottman|2
3378|Jimmy Hayward|2
3380|George Scribner|2
3382|Mark Pavia|0
3384|Reb Braddock|0
3386|Shane Acker|2
3387|Sergey Bodrov|0
3388|Jeff Nichols|2
3390|Reggie Rock Bythewood|2
3397|George Hickenlooper|2
3399|Anees Bazmee|2
3400|P. Vasu|2
3402|Jacob Aaron Estes|0
3403|Neal Israel|2
3404|Frank Lloyd|2
3409|Charles Martin Smith|2
3415|Natalie Portman|1
3418|Haile Gerima|2
3419|Aleksey German Jr|0
3421|Ferzan Ozpetek|2
3423|Patrick Tatopoulos|2
3426|Safy Nebbou|0
3428|Steve Boyum|2
3432|Xavier Beauvois|2
3435|Isao Takahata|2
3436|Alan Rudolph|2
3442|Yoji Yamada|2
3444|Billy Bob Thornton|2
3445|Sam Firstenberg|2
3446|Ed Harris|2
3450|John Duigan|2
3451|Stacy Title|0
3455|Karel Reisz|2
3464|Thom Eberhardt|2
3466|Alejandro Monteverde|0
3469|Jim Malone|2
3478|Fred Wolf|2
3485|Paco Plaza|2
3487|Paddy Breathnach|2
3489|Jessy Terrero|0
3491|Anthony Perkins|2
3502|Tommy Chong|2
3505|Elaine May|1
3506|Franco Amurri|0
3512|Liz Friedlander|1
3513|Lance Hool|2
3516|Richard Pearce|2
3517|Saul Dibb|2
3523|Todd Stephens|2
3538|Anthony Bell|2
3540|Toa Fraser|0
3541|Gina Prince-Bythewood|1
3548|Noam Murro|0
3549|Frank Pierson|2
3550|Charles Ferguson|2
3554|Marcos Siega|2
3558|Makoto Shinkai|2
3560|Robert C. Cooper|2
3562|Alex Gibney|2
3564|Art Linson|2
3567|Ric Roman Waugh|2
3572|Marcel Langenegger|2
3577|Doug Sweetland|0
3579|Philippe Le Guay|2
3580|Chris Williams|2
3582|Noel Clarke|2
3583|David Bruckner|2
3584|Gary Rydstrom|2
3589|Jon Kasdan|2
3590|Jeffrey Blitz|2
3593|Michael Corrente|2
3594|Laurie Collyer|0
3597|David Ross|2
3598|Christine Jeffs|1
3600|Robert B. Weide|0
3604|Charles Stone III|2
3613|Clayton Jacobson|2
3615|Gavin O'Connor|2
3617|Walter Murch|2
3618|Tim McCanlies|2
3625|Michael Showalter|2
3627|Jesse Peretz|0
3629|Aaron Russo|2
3631|Stuart Townsend|2
3633|Menhaj Huda|0
3638|Joshua Seftel|2
3640|Brian Dannelly|2
3643|Robert Moresco|0
3652|Bill Kroyer|0
3654|Guy Maddin|2
3655|Bernie Goldmann|0
3657|Zacharias Kunuk|2
3658|Phil Roman|2
3661|David Von Ancken|2
3664|Simon Hunter|2
3665|Nanette Burstein|1
3666|Kent Alterman|2
3672|Paul Bartel|2
3674|Jeffrey Nachmanoff|2
3678|Larry Bishop|2
3683|Tomas Alfredson|2
3690|Nikolay Lebedev|2
3691|Jon Hurwitz|2
3696|Jeff Lau|0
3697|David Seltzer|2
3700|Jun Falkenstein|1
3702|Chuck Sheetz|2
3705|Nathan Frankowski|0
3708|Amy Berg|0
3709|Franc. Reyes|0
3710|Christopher Guest|2
3712|Robert Greenwald|2
3713|Tim Fywell|0
3714|Seth Kearsley|2
3718|Phillip Borsos|0
3723|Olivier Megaton|2
3726|Cagan Irmak|0
3732|DJ Pooh|2
3733|Damon Dash|2
3744|Denzel Washington|2
3746|Rolf de Heer|0
3747|Dylan Kidd|2
3752|Douglas Sirk|2
3753|William Lau|2
3754|Luca Guadagnino|2
3757|Franck Khalfoun|2
3760|Joby Harold|0
3761|Jody Hill|2
3763|Agustin Diaz Yanes|0
3764|Jake Paltrow|2
3765|Andrey Kravchuk|2
3766|Chris Paine|0
3767|James Watkins|0
3772|Sean Anders|2
3776|Kyle Newman|2
3787|Karen Moncrieff|1
3790|Jeremy Saulnier|0
3796|Matthew Ryan Hoge|0
3808|Declan Lowney|2
3810|Michael Addis|0
3813|Felix Herngren|2
3814|Rolf Losansky|0
3815|Anthony Pasquale Giordano|0
3816|Nikolaj Arcel|2
3819|Tay Garnett|2
3820|Chris Bell|0
3825|Christophe Van Rompaey|0
3826|Jay Oliva|2
3834|Steve Gordon|2
3836|Savage Steve Holland|2
3837|Susannah Grant|1
3840|Morton DaCosta|0
3841|Mabrouk El Mechri|2
3842|Peggy Holmes|1
3846|Daniel Monzon|2
3850|Will Finn|2
3851|Marek Kanievska|0
3852|Alan Shapiro|2
3870|Christian Vincent|2
3873|Kim Chapiron|0
3876|Eric Lartigau|0
3878|Doug Atchison|2
3880|Andy Wolk|2
3884|Lang Elliott|0
3885|Albert Magnoli|0
3886|Harry Winer|2
3896|Baillie Walsh|0
3898|Kieth Merrill|2
3903|John Erick Dowdle|0
3905|Ana Kokkinos|1
3906|Lisa Cholodenko|1
3908|John Glenn|2
3909|S.R. Bindler|0
3913|Steven Goldmann|2
3915|Paul Andrew Williams|2
3918|Michael Chapman|2
3920|Hal Haberman|0
3923|William A. Graham|2
3931|Nick Broomfield|2
3939|Arie Posin|0
3940|Mike Tollin|2
3946|Michael Schultz|2
3949|Rodrigo Garcia|2
3954|Ben Stassen|2
3956|Christian Robinson|0
3958|Geoff Burrowes|0
3960|Ryoo Seung-wan|2
3962|Diane English|1
3963|Clark Gregg|2
3967|Deb Hagan|1
3969|John Turturro|2
3970|Randall Miller|2
3974|Lloyd Kaufman|2
3976|Dave Bullock|2
3977|Michael Mayer|2
3981|Sean McNamara|2
3990|Feng Xiaogang|0
3991|James Marsh|2
3992|Richard Martin|2
3993|Bart Freundlich|2
3995|Alfredo De Villa|2
3998|Mamoru Hosoda|2
3999|A.R. Murugadoss|2
4000|Tarun Mansukhani|0
4001|Ashutosh Gowariker|2
4002|Daniel Alfredson|2
4003|Jesse V. Johnson|2
4011|Fyodor Bondarchuk|2
4012|Eric Red|2
4029|Nacho Vigalondo|2
4032|Fred Savage|2
4036|Hayley Cloake|1
4037|Anil Mehta|0
4038|Shimit Amin|0
4039|Siddharth Anand|2
4040|Matthew Cole Weiss|2
4041|Delmer Daves|2
4045|Gary Chapman|2
4046|Simon Shore|2
4049|Elizabeth Allen Rosenbaum|1
4051|Vijay Krishna Acharya|0
4052|Sanjay Gadhvi|0
4054|Gregory Jacobs|2
4056|John Curran|2
4060|Halder Gomes|0
4075|Anthony Leondis|0
4077|Charles Guard|2
4078|Adam Rapp|0
4083|Steve James|2
4085|Dylan Avery|0
4086|Henry Alex Rubin|0
4088|Francois Girard|2
4091|Adam Del Deo|2
4092|Felix Enriquez Alcala|2
4095|Kenneth Lonergan|0
4097|Darnell Martin|1
4098|Joss Whedon|2
4102|David Leland|2
4103|George C. Wolfe|2
4106|Shane Carruth|2
4111|William Maher|0
4113|Preston A. Whitmore II|2
4116|Marilyn Agrelo|1
4118|Brendan Malloy|2
4119|Michele Placido|2
4123|Ram Gopal Varma|2
4124|Stewart Hendler|2
4125|Jim Kouf|2
4132|Tim Johnson|2
4138|David E. Talbert|2
4142|John Schultz|2
4145|Cy Endfield|0
4147|Alex Kendrick|2
4150|Norton Virgien|2
4154|Tommy Wirkola|2
4157|Yojiro Takita|2
4158|Eduardo Sanchez|2
4160|Abbas Tyrewala|0
4175|Vladimir Grammatikov|0
4179|Dave McKean|2
4185|William Phillips|2
4188|Jonas Elmer|0
4193|Rohit Shetty|0
4201|F. Javier Gutierrez|0
4208|Paul Gross|2
4215|Charles Sturridge|2
4219|Curt Geda|0
4220|Dick Sebast|2
4224|Michael O. Sajbel|2
4225|Claire Denis|1
4228|Sterling Van Wagenen|0
4230|Abbas Kiarostami|0
4231|Scott Wiper|2
4235|Thomas Gilou|2
4238|Gonzalo Lopez-Gallego|2
4240|Burt Reynolds|2
4245|Q. Allan Brocka|2
4249|Barbara Kopple|1
4252|Vishal Bhardwaj|2
4255|Maiwenn|1
4263|John Crowley|2
4265|Farhan Akhtar|2
4268|Mark Illsley|2
4269|Billy Corben|2
4277|Daniel Cohen|0
4278|Lindsay Anderson|2
4286|Erik Poppe|2
4287|Burny Mattinson|0
4289|Soi Cheang|2
4291|Steven Sawalich|0
4292|John Hough|2
4294|Andrew Birkin|2
4295|David Lickley|2
4297|Yavuz Turgul|2
4299|Andy Cadiff|2
4301|Eric Styles|2
4302|Scott Caan|0
4304|Rupert Wyatt|0
4306|Steve Carver|2
4313|Steve Trenbirth|0
4320|Steve Anderson|2
4328|Josh Becker|2
4332|Marc Abraham|2
4335|Bruce Timm|0
4342|Matt Aselton|2
4344|Park Kwang-hyun|0
4352|Alison Eastwood|1
4354|Daniel Krige|0
4364|Harry Elfont|0
4367|Jordan Brady|2
4385|Ben Burtt|2
4389|Maria Ripoll|1
4397|Hideaki Anno|2
4398|Pixote Hunt|0
4404|Michel Hazanavicius|2
4405|Christopher Scott Cherot|2
4410|Morten Tyldum|2
4411|Ella Lemhagen|0
4415|Thor Freudenthal|2
4422|Christopher Reeve|2
4427|Risa Bramon Garcia|1
4433|Edwin L. Marin|2
4436|Yung Chang|0
4438|Aaron Woolf|0
4440|Katsuyuki Motohiro|0
4442|Jong-seok Yoon|0
4455|Kevin Allen|2
4470|Patrick Alessandrin|0
4475|Hiroyuki Morita|0
4479|David Weaver|2
4483|Whit Stillman|2
4487|Paul Feig|2
4497|Peter Glenville|2
4502|David Charhon|0
4504|Tyler Perry|2
4512|Carlo Carlei|2
4524|Rob Letterman|0
4525|Doug Ellin|2
4538|Greg MacGillivray|2
4541|David Douglas|2
4552|David Winning|2
4555|Paul Fenech|0
4558|Armand Mastroianni|2
4561|Hans Canosa|0
4565|Paul Abascal|0
4567|Daniel G. Karslake |0
4570|Scott Prendergast|2
4574|Frank Perry|2
4576|Chris Gorak|2
4580|Gregg Godfrey|0
4581|Conor McMahon|0
4586|C. Jay Cox|2
4593|John Swanbeck|2
4599|Susan Montford|1
4602|Mike Slee|0
4604|Mani Ratnam|2
4607|Christian E. Christiansen|2
4609|Steve De Jarnatt|0
4611|Jerry Lewis|2
4617|Brian Goodman|2
4645|Raman Hui|0
4646|William Castle|2
4648|John H. Lee|2
4651|C. B. Harding|2
4654|Alki David|2
4655|James Sbardellati|0
4669|Michael Salomon|0
4682|Henrik Ruben Genz|0
4690|Anurag Kashyap|2
4692|Mohit Suri|2
4696|Frank Henenlotter|0
4700|Rasmus A. Sivertsen|0
4709|Reshef Levy|0
4710|Bryan Gunnar Cole|0
4711|Lasse Aberg|0
4712|Mark James|2
4730|Kirby Dick|2
4732|Lu Chuan|2
4735|Mark Fergus|2
4738|Doug McHenry|2
4752|Don McKellar|2
4754|Harmony Korine|0
4763|Rick Famuyiwa|0
4766|Phedon Papamichael|2
4768|Mark Tarlov|2
4779|Steven R. Monroe|2
4781|Leslie Small|2
4791|David Raynr|0
4818|Sean McGinly|2
4822|Michael Gornick|2
4823|Philippe Caland|0
4833|Yoon Je-kyoon|2
4838|Gilles Paquet-Brenner|2
4839|Stig Bergqvist|0
4840|Zoya Akhtar|0
4841|Priyadarshan|2
4844|Tony Jaa|2
4850|Patrick Hasburgh |0
4854|Scott Silver|2
4863|Milco Mancevski|0
4864|Joel Hopkins|2
4878|Philipp Stolzl|2
4883|Hong Sang-soo|2
4886|Lance Mungia|0
4896|Walter Lang|2
4905|Mark Levin|2
4911|Cate Shortland|1
4913|John Hillcoat|2
4917|Luis Valdez|2
4921|Alexander Sokurov|0
4922|Mitch Davis|2
4924|Kurt Hale|2
4929|Scott S. Anderson|2
4931|Bruce Pittman|2
4935|Robin Budd|0
4945|Francine McDougall|1
4947|Sergio Castellitto|2
4950|Gabriel Riva Palacio Alatriste|0
4952|Shinji Higuchi|2
4954|Kim Henkel|2
4959|Kunihiko Yuyama|0
4966|Mans Marlind|2
4971|Will Vinton|0
4972|Jorge Blanco|2
4973|Aristomenis Tsirbas|0
4980|Mansoor Khan|2
4990|Laurent Baffie|0
5002|Glen Pitre|2
5013|Casper Andreas|2
5022|John Stainton|2
5028|Majid Majidi|2
5030|Dante Lam|2
5031|Martha Fiennes|0
5037|Chu Yen-ping|0
5041|Joan Freeman|1
5046|Stephen Gyllenhaal|2
5055|Kevin Dunn|0
5069|Philippe Falardeau|2
5072|Ariel Vromen|2
5079|Jim Mickle|2
5084|Gordon Hessler|2
5086|Gillo Pontecorvo|2
5090|Krishna D.K.|0
5097|Steve Shill|2
5098|Charles Grosvenor|2
5101|Joshua Logan|2
5106|Joan Micklin Silver|1
5107|Jalil Lespert|0
5108|Manoel de Oliveira|0
5116|Eric Lavaine|0
5122|Duncan Jones|2
5128|Lam Nai-Choi|0
5139|Stuart Millar|2
5149|Lea Pool|1
5159|Clarence Brown|2
5164|Neill Blomkamp|2
5171|Jon Blair|0
5172|Joe Alves|2
5176|David Clark|0
5179|Rob Pritts|0
5181|Des McAnuff|2
5186|Richard Glatzer|0
5187|Jill Sprecher|1
5204|Jack Conway|2
5206|Erik Van Looy|2
5207|James Bobin|0
5223|Thanasis Papathanasiou|2
5226|Meiert Avis|0
5227|Will Gluck|2
5229|Vladimir Bortko|0
5242|Kevin Tenney|0
5256|Brad Furman|2
5260|Raymond Jafelice|0
5267|Sacha Gervasi|2
5277|Benson Lee|0
5282|Michael Cuesta|2
5286|Gerard Stembridge|0
5289|Brett Simon|0
5295|Stanley Tucci|2
5298|Eric Nicholas|0
5303|Eric Karson|2
5315|Jonathan R. Betuel|0
5329|Jon Purdy|0
5339|Bae Hyeong-jun|2
5346|Lee Han|0
5347|Kang Hyeong-Cheol|0
5352|Dennis Iliadis|2
5358|Harry Basil|2
5363|Rick Bieber|2
5370|Dan Ireland|2
5376|Azazel Jacobs|2
5377|Lance Rivera|2
5383|Luca Bercovici|2
5384|Larry Cohen|2
5385|Paolo Virzi|2
5390|Allan Arkush|2
5406|Madonna|1
5408|Annette Haywood-Carter|1
5415|Robert Kenner|2
5416|Andre De Toth|0
5424|Lenny Abrahamson|2
5427|Lynne Ramsay|1
5439|Anthony Hopkins|2
5442|Marlon Brando|2
5447|Joseph H. Lewis|0
5456|Allan Dwan|2
5468|Wayne Beach|2
5469|Richard Dutcher|2
5470|Peter Cornwell|2
5471|Kim Han-min|2
5475|Robert D. Webb|2
5500|Jehane Noujaim|1
5501|Darren Stein|2
5510|Alan Alda|2
5516|John R. Cherry III|0
5528|James Kent|2
5541|Paul Sabella|2
5548|Howard Storm|2
5552|Daniel Barnz|2
5554|Christopher Erskin|2
5555|Bryan Johnson|2
5556|Jeff Pollack|2
5557|Del Shores|0
5568|Michael Dinner|2
5573|Ralph S. Singleton|2
5579|Craig Clyde|2
5580|Tom Savini|2
5599|Eric Toledano|0
5600|Kevin Carlin|0
5601|Alex Zamm|2
5622|Rory Kelly|0
5628|Tom Gustafson|0
5634|Ettore Scola|2
5638|Mark Griffiths|2
5645|Juan Jose Campanella|2
5660|Tran Anh Hung|2
5670|Atsuji Shimizu|0
5674|Hoyt Yeatman|0
5681|Kim Dong-won|2
5684|Kabir Khan|0
5685|Rohan Sippy|0
5686|Goldie Behl|0
5688|Rajkumar Hirani|0
5696|Abbas Alibhai Burmawalla|2
5705|Neeraj Pandey|0
5709|Bill L. Norton|0
5717|Brian Sloan|2
